Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.8685596123337747,30.85,32.854
2,1.151416597366333,62.03333333333334,49.818
3,0.720776458297457,75.75,67.311
4,0.5669024866074324,81.86,77.768
5,0.43971584573388095,85.7,85.942
6,0.3684232807972214,88.14285714285714,84.879
7,0.2708654410850543,90.975,92.671
8,0.2711254394675294,92.62222222222222,89.757
9,0.3228331227321177,89.74,87.962
10,0.2745897357765999,91.98181818181817,92.447
