Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.322786839094758,0.8807,0.03925
2,0.06828078836686904,0.9782,0.00075
3,0.04393384224623435,0.98675,0.1575
4,0.0304185831055045,0.99085,0.026000000000000002
5,0.0337246162310242,0.9901,0.037000000000000005
6,0.0218463636809028,0.9931,0.09375
7,0.01874142826288,0.9939,0.15775
8,0.014887906145118101,0.99495,0.06125
9,0.01648134007207115,0.99505,0.07250000000000001
10,0.010854965149890601,0.9964999999999999,0.084
