Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,1.674601525068283,34.5,36.15
1,2,0.6565012037754059,77.66666666666667,62.44
1,3,0.3164576526199068,89.25,65.21
1,4,0.2470463663339615,92.4,77.76
1,5,0.1702526979148388,94.83333333333331,85.54
1,6,0.1324664296751672,95.57142857142856,85.16
1,7,0.1151697824780757,96.375,88.64
1,8,0.1236077163368463,96.22222222222224,87.57
1,9,0.1196760645834729,96.4,90.33
1,10,0.1832747966465022,96.9090909090909,89.37
2,1,1.7057756185531616,34.5,27.11
2,2,0.6485826015472412,81.33333333333333,59.27
2,3,0.2761253948722567,92.5,51.37
2,4,0.3148738332092762,89.6,70.47
2,5,0.2732873730361461,92.5,88.62
2,6,0.2072252597321163,93.42857142857144,82.97
2,7,0.1089259191201283,97.125,90.42
2,8,0.1021909494573871,97.22222222222224,90.44
2,9,0.1613996303640306,94.6,88.66
2,10,0.1601793196880155,95.45454545454544,88.48
3,1,1.6183657199144363,38.5,36.3
3,2,0.5315505385398864,83.66666666666667,50.2
3,3,0.1960300718035016,93.75,62.44
3,4,0.2497942801564932,93.2,75.98
3,5,0.1934218533337116,94.5,85.51
3,6,0.141305382956158,95.42857142857144,89.85
3,7,0.1121013797819614,96.5,86.23
3,8,0.2682918049395084,93.66666666666669,87.26
3,9,0.240635858848691,92.7,81.7
3,10,0.1313659468044837,95.63636363636364,91.22
4,1,1.8095149993896484,39.0,40.35
4,2,0.5534562230110168,84.33333333333333,45.9
4,3,0.2804605854409082,91.5,66.92
4,4,0.2871622871607542,90.6,82.27
4,5,0.1844330511987209,94.33333333333331,80.26
4,6,0.1309433747082948,95.28571428571428,86.18
4,7,0.1270064958013021,96.0,89.69
4,8,0.1743236865848302,96.66666666666669,86.6
4,9,0.2133673166390508,93.5,87.57
4,10,0.1535506075662043,96.36363636363636,80.66
5,1,1.5631664544343948,42.0,36.75
5,2,0.5835573196411132,81.66666666666667,58.39
5,3,0.2782196296112878,92.0,78.12
5,4,0.2750266510993242,91.6,69.63
5,5,0.2121620576828718,94.0,82.65
5,6,0.1544632701711221,95.42857142857144,89.39
5,7,0.0997545295036756,97.375,88.75
5,8,0.2603506645808617,94.33333333333331,83.03
5,9,0.2709256508387625,92.4,78.5
5,10,0.1424685211645232,95.54545454545456,93.64
6,1,1.6660442352294922,39.0,27.21
6,2,0.7609516739845276,74.0,67.99
6,3,0.2869040987321308,90.5,78.8
6,4,0.2634374387562275,92.4,61.9
6,5,0.200936646014452,95.16666666666669,78.88
6,6,0.175782715732401,93.85714285714286,86.3
6,7,0.1327689247062573,96.5,91.36
6,8,0.1597258349259694,96.44444444444444,86.59
6,9,0.2422566497698426,92.0,82.8
6,10,0.1842799217750629,93.8181818181818,82.56
7,1,1.789031982421875,29.5,54.95
7,2,0.613889354467392,79.33333333333333,66.18
7,3,0.2763299707855497,90.25,82.65
7,4,0.2390663148835301,92.8,85.15
7,5,0.1782594092190265,95.33333333333331,85.38
7,6,0.1318920992992141,95.57142857142856,90.67
7,7,0.0891801164700434,97.125,88.32
7,8,0.1349573574960231,96.44444444444444,87.11
7,9,0.2549196630716324,93.3,79.66
7,10,0.1770042152040534,94.9090909090909,91.58
8,1,1.6767578721046448,42.0,39.31
8,2,0.439369785785675,86.33333333333333,70.35
8,3,0.2258756799357278,91.75,69.23
8,4,0.2351687010377645,92.0,77.15
8,5,0.1996348902583122,95.16666666666669,85.02
8,6,0.1729349792003631,94.57142857142856,84.86
8,7,0.112052841255298,95.875,91.79
8,8,0.1092896148562431,97.22222222222224,87.45
8,9,0.159192195860669,94.9,85.75
8,10,0.1791862388037973,94.72727272727272,83.48
9,1,1.8178320825099945,41.5,42.12
9,2,0.6652400314807891,78.0,54.37
9,3,0.3273791883672987,90.25,63.72
9,4,0.1779088634066283,94.6,82.37
9,5,0.1516656436026096,94.83333333333331,80.43
9,6,0.1270559291270646,95.57142857142856,86.37
9,7,0.1602297878036132,95.75,86.29
9,8,0.1137285607556502,96.44444444444444,90.72
9,9,0.1094031850225292,95.9,91.64
9,10,0.1016459818670733,97.54545454545456,87.13
10,1,1.6534298360347748,38.5,29.63
10,2,0.5956597447395324,83.33333333333333,45.74
10,3,0.3296155652829579,90.75,75.65
10,4,0.2819155128672719,91.6,68.27
10,5,0.1907621227204799,94.5,79.71
10,6,0.1501241045242006,95.0,88.64
10,7,0.1224565947285065,95.625,72.58
10,8,0.1553530445943276,94.77777777777776,89.66
10,9,0.1042463521007448,97.4,87.61
10,10,0.0680343031158877,98.27272727272728,91.73
