Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.6974520325660705,37.9,36.988
2,0.604875847697258,80.96666666666667,58.083000000000006
3,0.2793397837451526,91.25,69.411
4,0.2571400248911232,92.08,75.095
5,0.19548157449811693,94.51666666666667,83.2
6,0.15241935451261018,94.97142857142856,87.039
7,0.11796463716488614,96.425,87.40700000000001
8,0.1601819234527647,95.94444444444444,87.643
9,0.1876022567099426,94.31,85.422
10,0.14809898526356036,95.91818181818181,87.985
