Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.765894776582718,37.35,32.08
2,0.6422034573554993,79.66666666666666,55.747
3,0.2999860827411924,90.625,71.414
4,0.2435333912726491,92.52000000000001,76.088
5,0.17898769468069073,94.61666666666666,85.081
6,0.15635518917644559,95.18571428571428,83.912
7,0.1205898941494524,96.1375,89.728
8,0.1499196616808573,96.64444444444445,86.447
9,0.236203450220637,93.01,78.712
10,0.16311149614888965,94.9090909090909,88.122
