Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.319112080013752,0.8788,0.0
2,0.07509696331173174,0.97725,0.004
3,0.045000190667808054,0.9864999999999999,0.04825
4,0.03202506549730895,0.9902,0.012
5,0.0286948979314416,0.9912,0.10575
6,0.024585512994788547,0.9921,0.02775
7,0.0158832321514375,0.995,0.13375
8,0.01833118985658505,0.99365,0.08075
9,0.01178559289057735,0.9964500000000001,0.13575
10,0.01171228009141045,0.9964500000000001,0.07875
