Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,2.093029123544693,27.3,27.254
2,1.205337607860565,61.1,50.135000000000005
3,0.72187622657844,77.55,69.624
4,0.5260076370090246,82.88000000000001,77.135
5,0.36667390957474705,87.73333333333333,84.975
6,0.2853801480071111,90.8,86.791
7,0.22453384975401253,92.65,90.51700000000001
8,0.2615566124394536,93.73333333333332,89.764
9,0.2924399963696487,91.4,88.962
10,0.21634255552457432,93.70909090909092,91.107
