Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.750909861922264,36.25,31.075
2,0.754516624212265,75.56666666666666,57.94
3,0.4321958509939058,86.5,69.22200000000001
4,0.34253086932003496,89.12,77.279
5,0.23150308489799495,92.95,84.797
6,0.21573692990297616,93.57142857142858,86.176
7,0.15377319678664203,95.1,90.15
8,0.19491837978363033,95.5111111111111,89.44500000000001
9,0.238759457913693,92.78999999999999,86.861
10,0.17862099827163747,94.64545454545456,90.836
