Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.7094556972384454,38.25,30.268
2,0.711192416548729,77.03333333333333,53.511
3,0.38447494916617864,88.325,63.474000000000004
4,0.2883495178073644,91.08,74.934
5,0.18613340721465643,93.93333333333332,83.045
6,0.14427259842103177,95.37142857142858,84.715
7,0.13525529458688998,95.6,88.084
8,0.1668198001105338,96.11111111111111,87.888
9,0.2261775760678574,93.39,86.478
10,0.15605052749160675,95.24545454545454,89.171
