Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,1.9115496277809143,27.0,32.8
1,2,1.030476212501526,67.0,45.92
1,3,0.6383150773388999,81.0,65.21
1,4,0.4187342692166567,85.8,67.82
1,5,0.2852099902927875,90.66666666666669,79.49
1,6,0.2252908504822037,92.71428571428572,80.18
1,7,0.1169421361902585,96.125,93.92
1,8,0.1650276185323794,96.33333333333331,91.56
1,9,0.2615230726078152,92.9,91.72
1,10,0.2335248846146795,94.0909090909091,83.4
2,1,1.8071249425411224,30.5,40.7
2,2,0.7767278790473938,75.66666666666667,60.55
2,3,0.3206374432359423,88.5,66.34
2,4,0.3173034377396106,90.6,75.68
2,5,0.1794041708111763,93.16666666666669,85.45
2,6,0.149548911574212,95.71428571428572,92.19
2,7,0.1456369141546579,95.75,89.62
2,8,0.2163141193489233,94.77777777777776,75.73
2,9,0.3204315239563584,91.0,58.52
2,10,0.2119238345573345,93.63636363636364,92.97
3,1,1.9349345564842224,33.0,36.15
3,2,0.8710628867149353,70.0,57.05
3,3,0.529060070003782,86.5,56.39
3,4,0.3132907059043646,91.2,79.54
3,5,0.1788150519132614,94.16666666666669,86.78
3,6,0.1876346306367353,93.71428571428572,90.96
3,7,0.1142549120749418,96.375,93.51
3,8,0.1002920078734556,96.88888888888889,92.75
3,9,0.0890688677318394,97.0,80.54
3,10,0.1404034537909966,95.0909090909091,91.03
4,1,1.8986795544624329,27.5,27.97
4,2,0.8380264282226563,72.33333333333333,61.41
4,3,0.3578867316246032,90.25,81.51
4,4,0.2939574029296636,89.2,85.79
4,5,0.2324288472533226,92.0,72.87
4,6,0.1460948471318591,95.28571428571428,87.41
4,7,0.1355199292302131,95.125,87.13
4,8,0.3758137178917726,94.11111111111111,86.27
4,9,0.2771074315533042,92.9,81.78
4,10,0.126932009226746,96.1818181818182,91.03
5,1,1.8350404500961304,31.5,20.18
5,2,0.8852092742919921,70.33333333333333,41.68
5,3,0.5680507293769291,83.0,64.44
5,4,0.3159301318228245,89.4,81.12
5,5,0.2106795325875282,93.0,84.5
5,6,0.1491425044157288,95.57142857142856,82.95
5,7,0.146309347393421,95.75,87.46
5,8,0.1347444613774617,95.33333333333331,87.67
5,9,0.1156954732723534,95.9,88.83
5,10,0.1104543541765047,96.63636363636364,92.19
6,1,1.829415947198868,26.0,24.63
6,2,0.85408536195755,73.33333333333333,62.74
6,3,0.4456533534186227,87.5,76.4
6,4,0.3351063691079616,88.6,82.26
6,5,0.219994381442666,92.33333333333331,81.96
6,6,0.1122152602130716,95.71428571428572,92.64
6,7,0.1217857524752616,97.25,90.42
6,8,0.1475444578876098,95.66666666666669,87.39
6,9,0.2501720916479826,91.5,86.31
6,10,0.1495803969187868,95.8181818181818,92.83
7,1,1.7977807223796844,35.5,36.42
7,2,0.8909176468849183,73.33333333333333,50.78
7,3,0.4594190078122275,83.75,68.36
7,4,0.3302635066211223,89.2,77.35
7,5,0.2349113896489143,92.83333333333331,80.94
7,6,0.2687943306836215,92.14285714285714,80.49
7,7,0.198721479337949,94.125,91.85
7,8,0.4065760941555102,96.33333333333331,92.67
7,9,0.2581162278074771,92.8,88.77
7,10,0.1237457576725218,95.72727272727272,92.72
8,1,1.766156405210495,33.5,43.96
8,2,0.7701428651809692,77.66666666666667,58.1
8,3,0.4566740989685058,87.0,69.83
8,4,0.3103625085204839,89.6,76.15
8,5,0.1922211967408657,94.66666666666669,84.99
8,6,0.21917943588712,93.14285714285714,86.63
8,7,0.1323207904799626,96.125,84.63
8,8,0.3403744138777256,96.11111111111111,89.64
8,9,0.2602970451116562,92.5,74.64
8,10,0.2116305192725526,94.0,91.15
9,1,2.036551743745804,25.5,25.29
9,2,0.9967170715332032,67.66666666666667,58.81
9,3,0.4835876141275678,84.25,72.22
9,4,0.2945981975644827,90.6,75.41
9,5,0.2514301851391792,91.66666666666669,87.81
9,6,0.1743794564496387,94.57142857142856,87.24
9,7,0.1372979564162401,95.375,89.35
9,8,0.0995709797677894,97.22222222222224,91.3
9,9,0.0889112971490249,97.2,92.66
9,10,0.1047261026170518,96.9090909090909,87.06
10,1,1.9678334593772888,31.5,25.95
10,2,0.7632234692573547,74.66666666666667,50.22
10,3,0.4986333506447928,83.25,66.63
10,4,0.3772500455379486,90.2,80.75
10,5,0.2851138889789581,92.33333333333331,77.03
10,6,0.1452978253364563,94.85714285714286,91.58
10,7,0.1594699615469345,95.25,91.46
10,8,0.1994718916714191,95.66666666666669,83.85
10,9,0.3703926540911197,90.2,89.55
10,10,0.1721291731422146,94.36363636363636,88.55
