Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.7243164777755737,37.7,29.212
2,0.6292659974098205,79.43333333333334,55.185
3,0.3115900836884975,90.325,71.53999999999999
4,0.22606792515143748,92.67999999999999,76.216
5,0.1813211326487362,94.4,83.814
6,0.14071311813525172,95.67142857142856,83.026
7,0.13233587094224414,95.9375,87.92
8,0.1642349333533396,96.93333333333332,86.14
9,0.19578052887227382,93.92,79.33099999999999
10,0.1378063976557718,95.47272727272727,88.103
