Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,1.6642125576734543,38.85,36.44
2,0.6084548473358155,80.56666666666666,57.263
3,0.32400250658392904,90.45,69.478
4,0.2118994649033993,93.7,76.88199999999999
5,0.1607974877581,95.0,81.00399999999999
6,0.15661505489525468,95.0142857142857,84.87899999999999
7,0.12147368088794437,96.3625,88.03200000000001
8,0.11014010586154951,97.05555555555556,87.263
9,0.15088705164671407,95.42999999999999,84.986
10,0.1449431283606423,96.1909090909091,87.187
