Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.3762048084259033,0.8589,0.008
2,0.0853616639509797,0.97365,0.0
3,0.0499614455386996,0.98495,0.01425
4,0.03919153813980515,0.9879,0.006500000000000001
5,0.034021430726349305,0.99025,0.04425
6,0.023724555077403703,0.99295,0.02975
7,0.0202337707091588,0.9935,0.0495
8,0.02259725169967855,0.9927999999999999,0.0535
9,0.013818646131549,0.9957,0.0645
10,0.013681050223438001,0.9955,0.06375
